"Time","Family","Genus","Species","Number","Activity","TL","Comment","ID"
37.40023,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
37.45113,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
37.47643,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
37.48893,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
37.50483,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
37.52703,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
37.56073,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
37.57153,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
37.59403,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
37.62603,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
37.64963,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
37.66743,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
37.72923,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
37.74393,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",55
